"Step","BPTT - eval/mean_reward","BPTT - eval/mean_reward__MIN","BPTT - eval/mean_reward__MAX"
"100","13.177288055419922","13.177288055419922","13.177288055419922"
"201","13.116494178771973","13.116494178771973","13.116494178771973"
"302","13.121367454528809","13.121367454528809","13.121367454528809"
"403","13.20550537109375","13.20550537109375","13.20550537109375"
"504","13.167125701904297","13.167125701904297","13.167125701904297"
"605","13.110164642333984","13.110164642333984","13.110164642333984"
"706","13.150359153747559","13.150359153747559","13.150359153747559"
"807","13.182673454284668","13.182673454284668","13.182673454284668"
"908","13.19845962524414","13.19845962524414","13.19845962524414"
"1009","13.156986236572266","13.156986236572266","13.156986236572266"
"1110","13.165312767028809","13.165312767028809","13.165312767028809"
"1211","13.177299499511719","13.177299499511719","13.177299499511719"
"1312","13.17406940460205","13.17406940460205","13.17406940460205"
"1413","13.155800819396973","13.155800819396973","13.155800819396973"
"1514","13.186753273010254","13.186753273010254","13.186753273010254"
"1615","13.149723052978516","13.149723052978516","13.149723052978516"
"1716","13.208488464355469","13.208488464355469","13.208488464355469"
"1817","13.152813911437988","13.152813911437988","13.152813911437988"
"1918","13.178095817565918","13.178095817565918","13.178095817565918"
"2019","13.162160873413086","13.162160873413086","13.162160873413086"
"2120","13.090811729431152","13.090811729431152","13.090811729431152"
"2221","13.182926177978516","13.182926177978516","13.182926177978516"
"2322","13.173662185668945","13.173662185668945","13.173662185668945"
"2423","13.193962097167969","13.193962097167969","13.193962097167969"
"2524","13.192292213439941","13.192292213439941","13.192292213439941"
"2625","13.218191146850586","13.218191146850586","13.218191146850586"
"2726","13.209796905517578","13.209796905517578","13.209796905517578"
"2827","13.177176475524902","13.177176475524902","13.177176475524902"
"2928","13.178802490234375","13.178802490234375","13.178802490234375"
"3029","13.203230857849121","13.203230857849121","13.203230857849121"
"3130","13.239994049072266","13.239994049072266","13.239994049072266"
"3231","13.204010963439941","13.204010963439941","13.204010963439941"
"3332","13.211943626403809","13.211943626403809","13.211943626403809"
"3433","13.197046279907227","13.197046279907227","13.197046279907227"
"3534","13.181976318359375","13.181976318359375","13.181976318359375"
"3635","13.088752746582031","13.088752746582031","13.088752746582031"
"3736","13.167959213256836","13.167959213256836","13.167959213256836"
"3837","13.14240837097168","13.14240837097168","13.14240837097168"
"3938","13.208643913269043","13.208643913269043","13.208643913269043"
"4039","13.199143409729004","13.199143409729004","13.199143409729004"
"4140","13.177948951721191","13.177948951721191","13.177948951721191"
"4241","13.209839820861816","13.209839820861816","13.209839820861816"
"4342","13.169020652770996","13.169020652770996","13.169020652770996"
"4443","13.148584365844727","13.148584365844727","13.148584365844727"
"4544","13.190116882324219","13.190116882324219","13.190116882324219"
"4645","13.206151962280273","13.206151962280273","13.206151962280273"
"4746","13.15793228149414","13.15793228149414","13.15793228149414"
"4847","13.18549919128418","13.18549919128418","13.18549919128418"
"4948","13.198720932006836","13.198720932006836","13.198720932006836"
"5049","13.209824562072754","13.209824562072754","13.209824562072754"
"5150","13.173762321472168","13.173762321472168","13.173762321472168"
"5251","13.171531677246094","13.171531677246094","13.171531677246094"
"5352","13.186362266540527","13.186362266540527","13.186362266540527"
"5453","13.171159744262695","13.171159744262695","13.171159744262695"
"5554","13.1941556930542","13.1941556930542","13.1941556930542"
"5655","13.213537216186523","13.213537216186523","13.213537216186523"
"5756","13.182992935180664","13.182992935180664","13.182992935180664"
"5857","13.186184883117676","13.186184883117676","13.186184883117676"
"5958","13.203896522521973","13.203896522521973","13.203896522521973"
"6059","13.186908721923828","13.186908721923828","13.186908721923828"
"6160","13.171173095703125","13.171173095703125","13.171173095703125"
"6261","13.180556297302246","13.180556297302246","13.180556297302246"
"6362","13.202609062194824","13.202609062194824","13.202609062194824"
"6463","13.194270133972168","13.194270133972168","13.194270133972168"
"6564","13.187939643859863","13.187939643859863","13.187939643859863"
"6665","13.19554328918457","13.19554328918457","13.19554328918457"
"6766","13.1945219039917","13.1945219039917","13.1945219039917"
"6867","13.155250549316406","13.155250549316406","13.155250549316406"
"6968","13.213134765625","13.213134765625","13.213134765625"
"7069","13.188152313232422","13.188152313232422","13.188152313232422"
"7170","13.193354606628418","13.193354606628418","13.193354606628418"
"7271","13.182917594909668","13.182917594909668","13.182917594909668"
"7372","13.19701862335205","13.19701862335205","13.19701862335205"
"7473","13.18809700012207","13.18809700012207","13.18809700012207"
"7574","13.172460556030273","13.172460556030273","13.172460556030273"
"7675","13.146230697631836","13.146230697631836","13.146230697631836"
"7776","13.168225288391113","13.168225288391113","13.168225288391113"
"7877","13.16861343383789","13.16861343383789","13.16861343383789"
"7978","13.209887504577637","13.209887504577637","13.209887504577637"
"8079","13.144914627075195","13.144914627075195","13.144914627075195"
"8180","13.14510726928711","13.14510726928711","13.14510726928711"
"8281","13.205785751342773","13.205785751342773","13.205785751342773"
"8382","13.195073127746582","13.195073127746582","13.195073127746582"
"8483","13.157489776611328","13.157489776611328","13.157489776611328"
"8584","13.145402908325195","13.145402908325195","13.145402908325195"
"8685","13.224016189575195","13.224016189575195","13.224016189575195"
"8786","13.201310157775879","13.201310157775879","13.201310157775879"
"8887","13.188135147094727","13.188135147094727","13.188135147094727"
"8988","13.177268981933594","13.177268981933594","13.177268981933594"
"9089","13.2074613571167","13.2074613571167","13.2074613571167"
"9190","13.182398796081543","13.182398796081543","13.182398796081543"
"9291","13.200922966003418","13.200922966003418","13.200922966003418"
"9392","13.205962181091309","13.205962181091309","13.205962181091309"
"9493","13.182289123535156","13.182289123535156","13.182289123535156"
"9594","13.173945426940918","13.173945426940918","13.173945426940918"
"9695","13.199970245361328","13.199970245361328","13.199970245361328"
"9796","13.207510948181152","13.207510948181152","13.207510948181152"
"9897","13.164959907531738","13.164959907531738","13.164959907531738"
"9998","13.182443618774414","13.182443618774414","13.182443618774414"
