"Step","BPTT - eval/mean_reward","BPTT - eval/mean_reward__MIN","BPTT - eval/mean_reward__MAX"
"100","12.865859031677246","12.865859031677246","12.865859031677246"
"201","12.798083305358887","12.798083305358887","12.798083305358887"
"302","12.82598876953125","12.82598876953125","12.82598876953125"
"403","12.3723726272583","12.3723726272583","12.3723726272583"
"504","12.71197509765625","12.71197509765625","12.71197509765625"
"605","12.60470199584961","12.60470199584961","12.60470199584961"
"706","12.994226455688477","12.994226455688477","12.994226455688477"
"807","12.935502052307129","12.935502052307129","12.935502052307129"
"908","12.85119342803955","12.85119342803955","12.85119342803955"
"1009","12.954384803771973","12.954384803771973","12.954384803771973"
"1110","12.484126091003418","12.484126091003418","12.484126091003418"
"1211","13.012053489685059","13.012053489685059","13.012053489685059"
"1312","12.79156494140625","12.79156494140625","12.79156494140625"
"1413","12.68850326538086","12.68850326538086","12.68850326538086"
"1514","12.890344619750977","12.890344619750977","12.890344619750977"
"1615","12.737231254577637","12.737231254577637","12.737231254577637"
"1716","12.709081649780273","12.709081649780273","12.709081649780273"
"1817","12.844866752624512","12.844866752624512","12.844866752624512"
"1918","12.731510162353516","12.731510162353516","12.731510162353516"
"2019","12.690433502197266","12.690433502197266","12.690433502197266"
"2120","12.825207710266113","12.825207710266113","12.825207710266113"
"2221","12.572866439819336","12.572866439819336","12.572866439819336"
"2322","12.866425514221191","12.866425514221191","12.866425514221191"
"2423","12.739910125732422","12.739910125732422","12.739910125732422"
"2524","12.724291801452637","12.724291801452637","12.724291801452637"
"2625","12.694920539855957","12.694920539855957","12.694920539855957"
"2726","12.809761047363281","12.809761047363281","12.809761047363281"
"2827","12.895055770874023","12.895055770874023","12.895055770874023"
"2928","12.84565544128418","12.84565544128418","12.84565544128418"
"3029","12.938359260559082","12.938359260559082","12.938359260559082"
"3130","12.79615592956543","12.79615592956543","12.79615592956543"
"3231","12.826122283935547","12.826122283935547","12.826122283935547"
"3332","12.798693656921387","12.798693656921387","12.798693656921387"
"3433","12.859577178955078","12.859577178955078","12.859577178955078"
"3534","12.845726013183594","12.845726013183594","12.845726013183594"
"3635","12.858545303344727","12.858545303344727","12.858545303344727"
"3736","12.892830848693848","12.892830848693848","12.892830848693848"
"3837","12.848858833312988","12.848858833312988","12.848858833312988"
"3938","12.876700401306152","12.876700401306152","12.876700401306152"
"4039","12.890766143798828","12.890766143798828","12.890766143798828"
"4140","12.884058952331543","12.884058952331543","12.884058952331543"
"4241","12.894916534423828","12.894916534423828","12.894916534423828"
"4342","12.914460182189941","12.914460182189941","12.914460182189941"
"4443","12.831372261047363","12.831372261047363","12.831372261047363"
"4544","12.938509941101074","12.938509941101074","12.938509941101074"
"4645","13.003352165222168","13.003352165222168","13.003352165222168"
"4746","13.039188385009766","13.039188385009766","13.039188385009766"
"4847","12.973379135131836","12.973379135131836","12.973379135131836"
"4948","12.9449462890625","12.9449462890625","12.9449462890625"
"5049","12.982016563415527","12.982016563415527","12.982016563415527"
"5150","13.090139389038086","13.090139389038086","13.090139389038086"
"5251","13.018985748291016","13.018985748291016","13.018985748291016"
"5352","13.116235733032227","13.116235733032227","13.116235733032227"
"5453","13.095610618591309","13.095610618591309","13.095610618591309"
"5554","12.893804550170898","12.893804550170898","12.893804550170898"
"5655","12.981576919555664","12.981576919555664","12.981576919555664"
"5756","12.8194580078125","12.8194580078125","12.8194580078125"
"5857","13.12574577331543","13.12574577331543","13.12574577331543"
"5958","13.02532958984375","13.02532958984375","13.02532958984375"
"6059","13.705453872680664","13.705453872680664","13.705453872680664"
"6160","14.337322235107422","14.337322235107422","14.337322235107422"
"6261","14.789712905883789","14.789712905883789","14.789712905883789"
"6362","13.623281478881836","13.623281478881836","13.623281478881836"
"6463","14.962322235107422","14.962322235107422","14.962322235107422"
"6564","15.431365966796875","15.431365966796875","15.431365966796875"
"6665","15.680463790893555","15.680463790893555","15.680463790893555"
"6766","15.86947250366211","15.86947250366211","15.86947250366211"
"6867","16.07971954345703","16.07971954345703","16.07971954345703"
"6968","15.430028915405273","15.430028915405273","15.430028915405273"
"7069","15.828777313232422","15.828777313232422","15.828777313232422"
"7170","13.720437049865723","13.720437049865723","13.720437049865723"
"7271","16.142932891845703","16.142932891845703","16.142932891845703"
"7372","16.24011993408203","16.24011993408203","16.24011993408203"
"7473","16.257028579711914","16.257028579711914","16.257028579711914"
"7574","16.24425506591797","16.24425506591797","16.24425506591797"
"7675","16.428356170654297","16.428356170654297","16.428356170654297"
