"Step","BPTT - eval/mean_reward","BPTT - eval/mean_reward__MIN","BPTT - eval/mean_reward__MAX"
"100","9.716582298278809","9.716582298278809","9.716582298278809"
"201","9.79886245727539","9.79886245727539","9.79886245727539"
"302","10.155282974243164","10.155282974243164","10.155282974243164"
"403","13.06445026397705","13.06445026397705","13.06445026397705"
"504","13.919212341308594","13.919212341308594","13.919212341308594"
"605","14.289135932922363","14.289135932922363","14.289135932922363"
"706","14.463091850280762","14.463091850280762","14.463091850280762"
"807","14.742386817932129","14.742386817932129","14.742386817932129"
"908","14.827314376831055","14.827314376831055","14.827314376831055"
"1009","15.154526710510254","15.154526710510254","15.154526710510254"
"1110","15.247749328613281","15.247749328613281","15.247749328613281"
"1211","15.3412446975708","15.3412446975708","15.3412446975708"
"1312","15.536690711975098","15.536690711975098","15.536690711975098"
"1413","15.652301788330078","15.652301788330078","15.652301788330078"
"1514","15.76877212524414","15.76877212524414","15.76877212524414"
"1615","15.807398796081543","15.807398796081543","15.807398796081543"
"1716","15.806496620178223","15.806496620178223","15.806496620178223"
"1817","15.870990753173828","15.870990753173828","15.870990753173828"
"1918","15.875785827636719","15.875785827636719","15.875785827636719"
"2019","15.87658405303955","15.87658405303955","15.87658405303955"
"2120","15.783774375915527","15.783774375915527","15.783774375915527"
"2221","15.940274238586426","15.940274238586426","15.940274238586426"
"2322","15.708388328552246","15.708388328552246","15.708388328552246"
"2423","15.64794635772705","15.64794635772705","15.64794635772705"
"2524","15.992465019226074","15.992465019226074","15.992465019226074"
"2625","16.030122756958008","16.030122756958008","16.030122756958008"
"2726","16.03143310546875","16.03143310546875","16.03143310546875"
"2827","15.895793914794922","15.895793914794922","15.895793914794922"
"2928","15.805088996887207","15.805088996887207","15.805088996887207"
"3029","15.369711875915527","15.369711875915527","15.369711875915527"
"3130","16.043420791625977","16.043420791625977","16.043420791625977"
"3231","16.1016902923584","16.1016902923584","16.1016902923584"
"3332","16.1048583984375","16.1048583984375","16.1048583984375"
"3433","16.042282104492188","16.042282104492188","16.042282104492188"
"3534","16.08385467529297","16.08385467529297","16.08385467529297"
"3635","16.062664031982422","16.062664031982422","16.062664031982422"
"3736","16.135055541992188","16.135055541992188","16.135055541992188"
"3837","16.11029624938965","16.11029624938965","16.11029624938965"
"3938","16.12356948852539","16.12356948852539","16.12356948852539"
"4039","16.082496643066406","16.082496643066406","16.082496643066406"
"4140","16.021621704101562","16.021621704101562","16.021621704101562"
"4241","16.147113800048828","16.147113800048828","16.147113800048828"
"4342","16.127103805541992","16.127103805541992","16.127103805541992"
"4443","15.723796844482422","15.723796844482422","15.723796844482422"
"4544","15.485579490661621","15.485579490661621","15.485579490661621"
"4645","15.880542755126953","15.880542755126953","15.880542755126953"
"4746","15.994148254394531","15.994148254394531","15.994148254394531"
"4847","15.931615829467773","15.931615829467773","15.931615829467773"
"4948","16.1567440032959","16.1567440032959","16.1567440032959"
"5049","16.13465690612793","16.13465690612793","16.13465690612793"
"5150","15.875648498535156","15.875648498535156","15.875648498535156"
"5251","16.193424224853516","16.193424224853516","16.193424224853516"
"5352","16.695682525634766","16.695682525634766","16.695682525634766"
"5453","16.88595199584961","16.88595199584961","16.88595199584961"
"5554","17.216110229492188","17.216110229492188","17.216110229492188"
"5655","17.375642776489258","17.375642776489258","17.375642776489258"
"5756","17.932994842529297","17.932994842529297","17.932994842529297"
"5857","18.215791702270508","18.215791702270508","18.215791702270508"
"5958","18.471534729003906","18.471534729003906","18.471534729003906"
"6059","18.65521240234375","18.65521240234375","18.65521240234375"
"6160","18.902128219604492","18.902128219604492","18.902128219604492"
"6261","18.935461044311523","18.935461044311523","18.935461044311523"
"6362","19.05777931213379","19.05777931213379","19.05777931213379"
"6463","19.282791137695312","19.282791137695312","19.282791137695312"
"6564","19.331628799438477","19.331628799438477","19.331628799438477"
"6665","19.390310287475586","19.390310287475586","19.390310287475586"
"6766","19.621400833129883","19.621400833129883","19.621400833129883"
"6867","19.684431076049805","19.684431076049805","19.684431076049805"
"6968","19.674192428588867","19.674192428588867","19.674192428588867"
"7069","19.698280334472656","19.698280334472656","19.698280334472656"
"7170","19.740570068359375","19.740570068359375","19.740570068359375"
"7271","19.901084899902344","19.901084899902344","19.901084899902344"
"7372","19.918048858642578","19.918048858642578","19.918048858642578"
"7473","19.906570434570312","19.906570434570312","19.906570434570312"
"7574","19.925689697265625","19.925689697265625","19.925689697265625"
"7675","19.870731353759766","19.870731353759766","19.870731353759766"
"7776","19.97054672241211","19.97054672241211","19.97054672241211"
"7877","19.859025955200195","19.859025955200195","19.859025955200195"
"7978","19.63991928100586","19.63991928100586","19.63991928100586"
"8079","19.960359573364258","19.960359573364258","19.960359573364258"
"8180","20.035871505737305","20.035871505737305","20.035871505737305"
"8281","20.164794921875","20.164794921875","20.164794921875"
"8382","20.220186233520508","20.220186233520508","20.220186233520508"
"8483","20.27629852294922","20.27629852294922","20.27629852294922"
"8584","20.162748336791992","20.162748336791992","20.162748336791992"
"8685","19.965341567993164","19.965341567993164","19.965341567993164"
"8786","20.15216827392578","20.15216827392578","20.15216827392578"
"8887","20.261783599853516","20.261783599853516","20.261783599853516"
"8988","20.19727897644043","20.19727897644043","20.19727897644043"
"9089","20.336748123168945","20.336748123168945","20.336748123168945"
"9190","20.447847366333008","20.447847366333008","20.447847366333008"
"9291","20.117639541625977","20.117639541625977","20.117639541625977"
"9392","20.350067138671875","20.350067138671875","20.350067138671875"
"9493","20.11017417907715","20.11017417907715","20.11017417907715"
"9594","20.335533142089844","20.335533142089844","20.335533142089844"
"9695","20.1712646484375","20.1712646484375","20.1712646484375"
"9796","20.410308837890625","20.410308837890625","20.410308837890625"
"9897","20.56053924560547","20.56053924560547","20.56053924560547"
"9998","20.5411434173584","20.5411434173584","20.5411434173584"
"10099","20.455493927001953","20.455493927001953","20.455493927001953"
"10200","20.366193771362305","20.366193771362305","20.366193771362305"
"10301","20.699769973754883","20.699769973754883","20.699769973754883"
